,titles,descriptions,links
0, Ook zendmast vlak voorbij Belgische grens beschadigd door brandstichting , Ook zendmast vlak voorbij Belgische grens beschadigd door brandstichting ,https://www.nu.nl/buitenland/6045813/ook-zendmast-vlak-voorbij-belgische-grens-beschadigd-door-brandstichting.html
1, Dumoulin rijdt virtuele Amstel Gold Race in vakantiehuisje op Cauberg , Dumoulin rijdt virtuele Amstel Gold Race in vakantiehuisje op Cauberg ,https://www.nu.nl/wielrennen/6045810/dumoulin-rijdt-virtuele-amstel-gold-race-in-vakantiehuisje-op-cauberg.html
2, Noortje Veldhuizen maakt kunstpodcast: 'Stonden in donker Van Gogh Museum' , Noortje Veldhuizen maakt kunstpodcast: 'Stonden in donker Van Gogh Museum' ,https://www.nu.nl/media/6045232/noortje-veldhuizen-maakt-kunstpodcast-stonden-in-donker-van-gogh-museum.html
3, Voetballers Wuhan Zall na maanden zwerven eindelijk weer thuis , Voetballers Wuhan Zall na maanden zwerven eindelijk weer thuis ,https://www.nu.nl/voetbal/6045800/voetballers-wuhan-zall-na-maanden-zwerven-eindelijk-weer-thuis.html
4, Bekijk de coronacijfers van 19 april in vijf grafieken , Bekijk de coronacijfers van 19 april in vijf grafieken ,https://www.nu.nl/uitleg-over-het-coronavirus/6045798/bekijk-de-coronacijfers-van-19-april-in-vijf-grafieken.html
5, Minder nieuwe sterfgevallen (83) en ziekenhuisopnames (110) door coronavirus , Minder nieuwe sterfgevallen (83) en ziekenhuisopnames (110) door coronavirus ,https://www.nu.nl/coronavirus/6045766/minder-nieuwe-sterfgevallen-83-en-ziekenhuisopnames-110-door-coronavirus.html
6, Louis Theroux: 'Joe Exotic had trio’s om jaloezie tegen te gaan' , Louis Theroux: 'Joe Exotic had trio’s om jaloezie tegen te gaan' ,https://www.nu.nl/achterklap/6045777/louis-theroux-joe-exotic-had-trios-om-jaloezie-tegen-te-gaan.html
7, Spanje communiceert laagste aantal coronadoden sinds een maand , Spanje communiceert laagste aantal coronadoden sinds een maand ,https://www.nu.nl/coronavirus/6045774/spanje-communiceert-laagste-aantal-coronadoden-sinds-een-maand.html
8, Brighton-directeur: 'Premier League-clubs praten niet over annulering' , Brighton-directeur: 'Premier League-clubs praten niet over annulering' ,https://www.nu.nl/voetbal/6045775/brighton-directeur-premier-league-clubs-praten-niet-over-annulering.html
9,Video Sterren halen miljoenen dollars op met groots coronabenefiet ,Video Sterren halen miljoenen dollars op met groots coronabenefiet ,https://www.nu.nl/entertainment/6045772/sterren-halen-miljoenen-dollars-op-met-groots-coronabenefiet.html
10, Meghan Markle geeft eerste tv-interview sinds breuk met koningshuis , Meghan Markle geeft eerste tv-interview sinds breuk met koningshuis ,https://www.nu.nl/achterklap/6045769/meghan-markle-geeft-eerste-tv-interview-sinds-breuk-met-koningshuis.html
11,Beste NUjij-reacties Scepsis bij tandartsen | Bewapening van boa's ,Beste NUjij-reacties Scepsis bij tandartsen | Bewapening van boa's ,https://www.nu.nl/algemeen/6045515/scepsis-bij-tandartsen-bewapening-van-boas.html
12, Pipo-grimeur Ton van den Heuvel (94) overleden aan gevolgen coronavirus , Pipo-grimeur Ton van den Heuvel (94) overleden aan gevolgen coronavirus ,https://www.nu.nl/media/6045763/pipo-grimeur-ton-van-den-heuvel-94-overleden-aan-gevolgen-coronavirus.html
13," 44 Boko Haram-verdachten dood in cel, waarschijnlijk vergiftigd "," 44 Boko Haram-verdachten dood in cel, waarschijnlijk vergiftigd ",https://www.nu.nl/buitenland/6045758/44-boko-haram-verdachten-dood-in-cel-waarschijnlijk-vergiftigd.html
14, Getest: Dit zijn de beste oordopjes met draad , Getest: Dit zijn de beste oordopjes met draad ,https://www.nu.nl/tech/6045459/getest-dit-zijn-de-beste-oordopjes-met-draad.html
15, Voorbereidingen 'Wie is de Mol?' liggen stil wegens coronavirus , Voorbereidingen 'Wie is de Mol?' liggen stil wegens coronavirus ,https://www.nu.nl/media/6045749/voorbereidingen-wie-is-de-mol-liggen-stil-wegens-coronavirus.html
16, Binnen 24 uur datalek ontdekt bij een van de mogelijke corona-apps , Binnen 24 uur datalek ontdekt bij een van de mogelijke corona-apps ,https://www.nu.nl/tech/6045744/binnen-24-uur-datalek-ontdekt-bij-een-van-de-mogelijke-corona-apps.html
17,Video Honderden Amerikanen de straat op om lockdownmaatregelen ,Video Honderden Amerikanen de straat op om lockdownmaatregelen ,https://www.nu.nl/algemeen/6045745/honderden-amerikanen-de-straat-op-om-lockdownmaatregelen.html
18,Livestream Tweede dag van de presentatie van corona-apps ,Livestream Tweede dag van de presentatie van corona-apps ,https://www.nu.nl/tech/6045741/tweede-dag-van-de-presentatie-van-corona-apps.html
19, Horner denkt dat Formule 1 financieel bij zal springen om teams te redden , Horner denkt dat Formule 1 financieel bij zal springen om teams te redden ,https://www.nu.nl/formule-1/6045739/horner-denkt-dat-formule-1-financieel-bij-zal-springen-om-teams-te-redden.html
20," 1,2 miljoen kijkers voor eerste aflevering Grote Generatieshow "," 1,2 miljoen kijkers voor eerste aflevering Grote Generatieshow ",https://www.nu.nl/media/6045738/12-miljoen-kijkers-voor-eerste-aflevering-grote-generatieshow.html
21, Bestuurder (19) onder invloed van lachgas rijdt in op politieauto Boxmeer , Bestuurder (19) onder invloed van lachgas rijdt in op politieauto Boxmeer ,https://www.nu.nl/binnenland/6045736/bestuurder-19-onder-invloed-van-lachgas-rijdt-in-op-politieauto-boxmeer.html
22, Boekentips van BN'ers: 'Lees Dirkjan om humeur op peil te houden' , Boekentips van BN'ers: 'Lees Dirkjan om humeur op peil te houden' ,https://www.nu.nl/cultuur-overig/6043174/boekentips-van-bners-lees-dirkjan-om-humeur-op-peil-te-houden.html
23, Tweede dag van de presentatie van corona-apps: dit moet je weten , Tweede dag van de presentatie van corona-apps: dit moet je weten ,https://www.nu.nl/tech/6045623/tweede-dag-van-de-presentatie-van-corona-apps-dit-moet-je-weten.html
