,titles,descriptions,links
0,"Noodkreet: ‘1,5 metereconomie onwerkbaar voor horeca’","Horecabedrijven stellen dat de 1,5 metereconomie zoals voorgesteld door premier Rutte onwerkbaar is. Daarvoor waarschuwt Koninklijke Horeca Nederland (KHN). De brancheorganisatie wijst erop dat het voor flink wat bedrijven onmogelijk is om binnen de voorwaarden rendabel te kunnen zijn.",https://www.ad.nl/binnenland/noodkreet-1-5-metereconomie-onwerkbaar-voor-horeca~a57f11f3/
1,D66 betekent in tijden van corona bijster weinig voor haar kiezers,Özcan Akyol schrijft drie keer per week over wat hem bezighoudt.,https://www.ad.nl/binnenland/d66-betekent-in-tijden-van-corona-bijster-weinig-voor-haar-kiezers~a82e6e00/
2,650 miljoen euro coronasteun voor bloementelers en patatboeren,"Het kabinet trekt 650 miljoen euro uit voor de sierteeltsector, de voedingstuinbouw en de fritesaardappelsector. Dat maakt minister Schouten van Landbouw vanavond bekend. Deze sectoren zijn zwaar getroffen door de coronacrisis, vanwege het wegvallen van de export én de binnenlandse afzetmarkt.",https://www.ad.nl/politiek/650-miljoen-euro-coronasteun-voor-bloementelers-en-patatboeren~af359b45/
3,"Brabants dorp neemt afscheid van Guus (29): ‘Dag, tot ooit’","Een lang lint mensen stond woensdagmiddag langs de kant van de weg om Guus Konings (29) uit het Brabantse Beek en Donk, die vorige week overleed aan het coronavirus, een laatste eer te bewijzen.",https://www.ad.nl/binnenland/brabants-dorp-neemt-afscheid-van-guus-29-dag-tot-ooit~ad3d782b/
4,Kabinet volgt België en Duitsland niet met breed gebruik mondkapjes,"In tegenstelling tot België en Duitsland noemt Nederland het breed inzetten van mondkapjes ‘niet wenselijk en onnodig’. Minister Hugo de Jonge (Volksgezondheid) herhaalde vanavond op de persconferentie het Nederlandse standpunt. Vanmiddag lieten beide buurlanden weten het gebruik van mondkapjes ‘dringend’ aan te bevelen, maar dat vindt De Jonge niet nodig.",https://www.ad.nl/binnenland/kabinet-volgt-belgie-en-duitsland-niet-met-breed-gebruik-mondkapjes~a7942db6/
5,‘Geen roze glitterfoto’s op Instagram als er zoiets heftigs gebeurt’,Dankzij het initiatief van modeontwerpster Janne Mooij – bekend van Gloed Amsterdam en House of Cherries – slaan vrijwilligers door heel het land de handen ineen om mondkapjes te maken.,https://www.ad.nl/nlblijftthuis/geen-roze-glitterfoto-s-op-instagram-als-er-zoiets-heftigs-gebeurt~a5208ef8/
6,Kabinet trekt 300 miljoen euro extra uit voor cultuur,Het kabinet schiet bepaalde culturele instellingen financieel te hulp om hen door de eerste maanden van de coronacrisis te helpen. Ook moeten ze met het geld weer kunnen investeren in het komende culturele seizoen. In totaal wordt daarvoor 300 miljoen euro uitgetrokken.,https://www.ad.nl/politiek/kabinet-trekt-300-miljoen-euro-extra-uit-voor-cultuur~a6d695bc/
7,Rutte: ‘Het loket gaat zeker niet in één keer open’,"Het kabinet wil niet in één keer, maar ‘stap voor stap’ naar versoepeling van de getroffen coronamaatregelen. ,,Het loket gaat zeker niet in één keer open. Er zal maatwerk nodig zijn om aan de 1,5 metersamenleving te voldoen.”",https://www.ad.nl/politiek/rutte-het-loket-gaat-zeker-niet-in-een-keer-open~ada8a36a/
8,Wildwest in mondkapjes-handel: ‘Die hele fabriek bestond niet’,"Heel de wereld wil mondkapjes. De handel daarin is wildwest geworden met niet-bestaande fabrieken, vervalste certificaten, aanbetalingen die verdwijnen en onbegrip tussen ondernemers en ambtenaren.",https://www.ad.nl/binnenland/wildwest-in-mondkapjes-handel-die-hele-fabriek-bestond-niet~a51e16c8/
9,Fiks minder woninginbraken sinds coronamaatregelen,"Inbrekers lijken tijdens de coronacrisis een stuk minder vaak toe te slaan. In de maand maart van dit jaar daalde het aantal woninginbraken het hardst in ruim vijf jaar tijd, blijkt uit cijfers die de politie vandaag heeft gepubliceerd.",https://www.ad.nl/wonen/fiks-minder-woninginbraken-sinds-coronamaatregelen~a2d1559a/
10,"Arts op de ic doet verslag: ‘Ik zie het vaker, patiënten die accepteren dat ze ziek zijn’",Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 22: ‘Wanneer kunnen we afschalen?’   Lees alle voorgaande afleveringen hier terug.,https://www.ad.nl/binnenland/arts-op-de-ic-doet-verslag-ik-zie-het-vaker-patienten-die-accepteren-dat-ze-ziek-zijn~abb6e1fb/
11,Nagel over conflict 50Plus: ‘Dit schuitje heeft wel vaker stormweer meegemaakt’,"Voormalig politicus en oud-journalist Jan Nagel (80) is weer eens betrokken bij een politieke partij die geteisterd wordt door ruzies. Bij zijn ‘kindje’ 50Plus vliegt de top elkaar in de haren en erevoorzitter Nagel vecht zelf een flink robbertje mee. ,,Als je zo fundamenteel met elkaar in discussie bent, moet je van je hart geen moordkuil maken.”",https://www.ad.nl/politiek/nagel-over-conflict-50plus-dit-schuitje-heeft-wel-vaker-stormweer-meegemaakt~a8cfbbea/
12,Oververzekering in zes voorbeelden: ben jij (iets te) goed verzekerd?,Met een paar klikken is het gebeurd. Een schadeverzekering is online zo afgesloten. Bij sommige verzekeraars ben je met een paar euro per maand al klaar. Maar hoe voorkom je dat je oververzekerd bent?,https://www.ad.nl/economie/oververzekering-in-zes-voorbeelden-ben-jij-iets-te-goed-verzekerd~ac4688d7/
13,Advies: laat multinationals 600 miljoen euro meer belasting betalen,Multinationals betalen in Nederland te weinig of helemaal geen belasting doordat zij hier behaalde winsten op papier veel te royaal kunnen drukken. Door een bodem in de winstbelasting te leggen kan de schatkist jaarlijks 600 miljoen euro aan extra inkomsten tegemoet zien.,https://www.ad.nl/politiek/advies-laat-multinationals-600-miljoen-euro-meer-belasting-betalen~acae7700/
14,Wederom minder coronapatiënten op intensive care,Voor de vierde dag op rij is het aantal ernstig zieke patiënten met corona afgenomen. In de ziekenhuizen mochten 24 mensen van de intensive care af. Er liggen nu nog 1279 mensen.,https://www.ad.nl/home/wederom-minder-coronapatienten-op-intensive-care~af174f3a/
15,1400 deelfietsen moeten in Amsterdam voor concurrentie met de auto zorgen,Na de zomer komt er in Amsterdam ruimte voor 1400 deelfietsen op aangewezen plekken. Door het gecontroleerd toelaten van dergelijke fietsen hoopt de gemeente chaotische toestanden met duizenden fietsen te voorkomen.,https://www.ad.nl/auto/1400-deelfietsen-moeten-in-amsterdam-voor-concurrentie-met-de-auto-zorgen~aae04a1a/
16,"Leverancier personeel Lowlands failliet: ‘Evenementenwereld niet gemaakt voor 1,5-metersamenleving’",Het evenementenuitzendbureau Eventure overleeft de coronacrisis niet. Eigenaar Rob Seveke heeft het faillissement aangevraagd. Hij had zes mensen in vaste dienst. Ook 4000 uitzendkrachten verliezen hun baan. Het bedrijf leverde personeel aan tal van grote evenementen in Oost-Nederland.,https://www.ad.nl/binnenland/leverancier-personeel-lowlands-failliet-evenementenwereld-niet-gemaakt-voor-1-5-metersamenleving~aa2fa741/
17,Dit is de grootste snurker van 2020: ‘Ik gun mijn vrouw ook een goede nachtrust’,"Mensen kunnen er lacherig over doen terwijl anderen zich er intens voor schamen. Feit is dat er nog altijd een groot taboe rust op snurken. En dat terwijl Nederland ruim vier miljoen chronische snurkers telt. Om te laten zien dat snurken ‘dus‘ heel normaal is, wordt de grootste snurker van het jaar-wedstrijd gehouden. De winnaar van dit jaar, die vandaag bekend werd gemaakt, schaamt zich in ieder geval nergens voor: ,,Wat ik wel vervelend vind is dat mijn omgeving er last van heeft.”",https://www.ad.nl/binnenland/dit-is-de-grootste-snurker-van-2020-ik-gun-mijn-vrouw-ook-een-goede-nachtrust~a9f99564/
