,titles,descriptions,links
0,Boet het coronavirus aan kracht in?,Verschillende landen in Europa melden een daling van het aantal mensen dat het coronavirus oploopt door iemand die ermee besmet is: de r-waarde gaat naar beneden.,https://www.telegraaf.nl/nieuws/1409991673/boet-het-coronavirus-aan-kracht-in
1,LIVE | Duitse deelstaat Saksen verplicht mond- en neusbedekking,LIVE | Duitse deelstaat Saksen verplicht mond- en neusbedekking,https://www.telegraaf.nl/nieuws/1567479106/live-duitse-deelstaat-saksen-verplicht-mond-en-neusbedekking
2,Basisopleiding politie ingekort,Basisopleiding politie ingekort,https://www.telegraaf.nl/nieuws/682493511/basisopleiding-politie-ingekort
3,Blok: nog 9000 vakantiegangers in het buitenland,"Van de 25.000 vakantiegangers die zich bij het ministerie van Buitenlandse Zaken hadden gemeld, zijn nog altijd 9000 niet terug in Nederland. Bij Marokko is inmiddels het verzoek neergelegd om in elk geval ’schrijnende gevallen’ terug te laten keren.",https://www.telegraaf.nl/nieuws/1444727088/blok-nog-9000-vakantiegangers-in-het-buitenland
4,Spreekuur: wanneer kunnen we wel naar de tandarts?,"In Spreekuur beantwoordt een specialist elke week algemene vragen van lezers over het coronavirus. Deze week: ’Ik heb een afspraak bij de tandarts staan vanwege een verloren vulling, maar die is verzet vanwege corona. Maar wat als ik nou heel erge pijn krijg?’",https://www.telegraaf.nl/lifestyle/1791046817/spreekuur-wanneer-kunnen-we-wel-naar-de-tandarts
5,Levensgevaarlijk: busje verliest toilet op snelweg,Automobilisten moeten razendsnel handelen als op de A9 plotseling een mobiel toilet op de snelweg valt.,https://www.telegraaf.nl/video/269597797/levensgevaarlijk-busje-verliest-toilet-op-snelweg
6,Steun collega’s onmisbaar bij verwerken trauma’s,Steun collega’s onmisbaar bij verwerken trauma’s,https://www.telegraaf.nl/lifestyle/1949708534/steun-collega-s-onmisbaar-bij-verwerken-trauma-s
7,Kinderkamer en seksattributen bij pedoverdachte Hengelo ontdekt,"Bij een inval begin dit jaar in de woning van een 32-jarige van pedofiele activiteiten verdachte Hengeloër werd niet alleen een compleet ingerichte kinderkamer ontdekt, maar werden ook tal van seksattributen, kinderkleding en -speelgoed aangetroffen.",https://www.telegraaf.nl/nieuws/1525829778/kinderkamer-en-seksattributen-bij-pedoverdachte-hengelo-ontdekt
8,RIVM: aantal coronadoden stijgt met 144 naar 3459,Het aantal Nederlandse doden door het coronavirus is opgelopen tot zeker 3459. Van deze mensen staat vast dat ze waren besmet met het virus. Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) heeft in het afgelopen etmaal 144 nieuwe meldingen over sterfgevallen gekregen van de GGD’en.,https://www.telegraaf.nl/nieuws/1772670157/rivm-aantal-coronadoden-stijgt-met-144-naar-3459
9,‘Trump heeft gelijk over falende WHO’,"In zijn nieuwste podcast is Wierd Duk verbaasd over ‘de slachting in onze verzorgingstehuizen.’ Waarom is hier zo weinig verontwaardiging over? Hoe kan het dat we mensen naar de maan brengen, maar niet in staat zijn om onze kwetsbare ouderen te beschermen?",https://www.telegraaf.nl/nieuws/1129748370/trump-heeft-gelijk-over-falende-who
10,Politie Rotterdam vindt tassen met 270.000 euro in kofferbak,De politie heeft 270.000 euro aangetroffen in een auto in Rotterdam. Agenten zagen hoe vier mannen twee tassen uit een kofferbak haalden en overlaadden in een andere auto en besloten de auto’s te controleren.,https://www.telegraaf.nl/nieuws/559055208/politie-rotterdam-vindt-tassen-met-270-000-euro-in-kofferbak
11,Hannie Schaft verzette zich tot allerlaatste seconde van haar leven,"Ze zou het einde van de Tweede Wereldoorlog net niet halen. Drie weken voor de bevrijding in 1945 werd Hannie Schaft, ’het meisje met het rode haar’, doodgeschoten in de duinen bij Overveen. Vandaag precies 75 jaar geleden kwam er een einde aan het leven van de dappere jonge verzetsvrouw uit Haarlem...",https://www.telegraaf.nl/nieuws/923489625/hannie-schaft-verzette-zich-tot-allerlaatste-seconde-van-haar-leven
