,titles,descriptions,links
0,Brabant zet kanjers in het licht,Het provinciebestuur toont haar steun aan alle helden die in deze bijzondere tijd een bewonderingswaardige rol spelen.,https://www.brabant.nl/actueel/nieuws/bestuur/2020/brabant-zet-kanjers-in-het-licht
1,Lancering online leeromgeving ‘Brabant Leert’,Via dit online platform kunnen Brabanders zich tijdens de crisis blijven ontwikkelen.,https://www.brabant.nl/actueel/nieuws/economie-en-werk/2020/lancering-online-leeromgeving-brabant-leert
2,Vuelta niet in augustus,La Vuelta vindt niet in augustus van dit jaar plaats.,https://www.brabant.nl/actueel/nieuws/bestuur/2020/vuelta-niet-in-augustus
3,Lancering online leeromgeving 'Brabant Leert',Via het platform 'Brabant Leert' zijn verschillende online cursussen beschikbaar. ,https://www.brabant.nl/actueel/nieuws/economie-en-werk/2020/lancering-online-leeromgeving-brabant-leert
4,"Wederom veel Brabantse verkeersdoden: ""Dit is flink schrikken""",Het aantal verkeersdoden in Noord-Brabant is volgens het CBS dit jaar licht gedaald van 150 naar 142. ,https://www.brabant.nl/actueel/nieuws/verkeer-en-vervoer/2020/wederom-veel-brabantse-verkeersdoden
5,Cultuurfonds Noord-Brabant ondersteunt 61 projecten,61 projecten voor cultuur en natuur ontvangen een bedrag van in totaal € 270.000.,https://www.brabant.nl/actueel/nieuws/kunst-cultuur-en-erfgoed/2020/cultuurfonds-noord-brabant-ondersteunt-projecten
6,Stiller asfalt en rotonde voor N279 Asten - Meijel,De kruising van de N279 met de Buizerdweg/Meijelseweg wordt een rotonde.,https://www.brabant.nl/actueel/nieuws/verkeer-en-vervoer/2020/stiller-asfalt-en-rotonde-voor-n279-asten---meijel
7,Hoe denken Brabanders over het coronavirus,Een breed uitgevoerd onderzoek in Brabant geeft inzicht in hoe Brabanders de aanwezigheid van het coronavirus ervaren.,https://www.brabant.nl/actueel/nieuws/bestuur/2020/hoe-denken-brabanders-over-het-coronavirus
8,Open oproep Buurtcultuurprojecten tijdens lockdown,"Woningcorporaties, verenigingen, wijkwerkers, welzijns- en zorginstellingen kunnen cultuurprojecten indienen. ",https://www.brabant.nl/actueel/nieuws/kunst-cultuur-en-erfgoed/2020/open-oproep-buurtcultuurprojecten-tijdens-lockdown
9,Activatieprogramma La Vuelta Holanda aangepast,"In 2020 komt La Vuelta, een van de drie grootste wielerrondes van de wereld, naar de provincies Brabant en Utrecht. ",https://www.brabant.nl/actueel/nieuws/bestuur/2020/activatieprogramma-la-vuelta-holanda-aangepast
