,titles,descriptions,links
0,Artieste kan weer lopen na horrorval Carré,"De Russische circusartieste Kristina Vorobeva, die in januari met haar partner gewond raakte na een val van tien meter tijdens het Wereldkerstcircus in Carré, kan weer lopen.",https://www.telegraaf.nl/nieuws/983457616/artieste-kan-weer-lopen-na-horrorval-carre
1,Man door politie neergeschoten na melding in Zevenaar,Man door politie neergeschoten na melding in Zevenaar,https://www.telegraaf.nl/nieuws/1450835260/man-door-politie-neergeschoten-na-melding-in-zevenaar
2,’Dode baby aangetroffen bij woning Haaksbergen’,’Dode baby aangetroffen bij woning Haaksbergen’,https://www.telegraaf.nl/nieuws/1261459685/dode-baby-aangetroffen-bij-woning-haaksbergen
3,"Wéér brand in zendmast, politie Tilburg doet onderzoek",De politie in Tilburg heeft zondag onderzoek gedaan naar een brand in een zendmast aan de Centaurusweg. Een voorbijganger meldde zaterdagavond dat er sporen zichtbaar waren van een brandje in een kast van de zendmast.,https://www.telegraaf.nl/nieuws/572853917/weer-brand-in-zendmast-politie-tilburg-doet-onderzoek
4,Viroloog: ’Geld voor onderzoek naar corona-medicijn moeilijk te krijgen’,"Coronavirologen hebben de grootste moeite om geld te krijgen van de Europese Unie voor onderzoek naar een medicijn tegen het coronavirus, aldus viroloog Lia van der Hoek, leider van de Europese onderzoeksgroep naar coronavirussen.",https://www.telegraaf.nl/nieuws/828441979/viroloog-geld-voor-onderzoek-naar-corona-medicijn-moeilijk-te-krijgen
5,Coronapatiënt Timo (22) uit Duiven tegen leeftijdsgenoten: ’Stop met feesten’,"Terwijl de 22-jarige Timo Hendriks uit Duiven in het Slingeland Ziekenhuis in Doetinchem ligt te vechten voor zijn leven, hebben leeftijdsgenoten lak aan de opgelegde coronaregels. En dat zit Hendriks dwars. In een post op Facebook schrijft hij de emoties van zich af.",https://www.telegraaf.nl/nieuws/1399613990/coronapatient-timo-22-uit-duiven-tegen-leeftijdsgenoten-stop-met-feesten
6,Kamer: breng vluchtelingen Lesbos onder op cruiseschepen,Kamer: breng vluchtelingen Lesbos onder op cruiseschepen,https://www.telegraaf.nl/nieuws/906942758/kamer-breng-vluchtelingen-lesbos-onder-op-cruiseschepen
7,’Raam ingeslagen bij groot protest PI Lelystad’,Bewaarders hebben zondag pepperspray moeten gebruiken om de rust in gevangenis Lelystad te laten wederkeren. Meerdere gedetineerden kwamen in opstand vanwege de toenemende onrust door de coronacrisis.,https://www.telegraaf.nl/nieuws/472804076/raam-ingeslagen-bij-groot-protest-pi-lelystad
8,Naar school na corona-break: ‘Koortscontrole en gescheiden pauzes’,"In de nieuwste corona-update hoort u over alle incidenten op paaszondag. Hoewel het lange tijd goed leek te gaan dit weekend, had een kleine groep in het land vandaag toch maling aan de veiligheidsvoorschriften.",https://www.telegraaf.nl/nieuws/133883010/naar-school-na-corona-break-koortscontrole-en-gescheiden-pauzes
9,"Rustig in de Nederlandse bossen, druk bij sommige waterplassen",Het was zondag opvallend rustig in de Nederlandse bossen. Die conclusie trekt een woordvoerder van Staatsbosbeheer op basis van een belrondje onder de boswachters. Bij sommige waterplassen was het wel druk.,https://www.telegraaf.nl/nieuws/75544091/rustig-in-de-nederlandse-bossen-druk-bij-sommige-waterplassen
10,Grenscontroles: 'Winkelen? Vandaag niet',Ook dit weekend zijn er weer grenscontroles bij Roermond en Venlo om het verkeer vanuit Duitsland tegen te gaan.,https://www.telegraaf.nl/video/958178723/grenscontroles-winkelen-vandaag-niet
11,Duitser druipt mokkend af bij drukke bollenvelden,"De oproep was luid en duidelijk, en ook de waarschuwingsborden waren zonneklaar: kom niet naar de bollenvelden. Hoewel zondagochtend nog hoopvol stemde, sloegen in de middag toch veel mensen het dringende advies in de wind.",https://www.telegraaf.nl/nieuws/1501947849/duitser-druipt-mokkend-af-bij-drukke-bollenvelden
