,titles,descriptions,links
10,RIVM: Pas op met loslaten lockdown,"Het coronavirus is zo snel en ongrijpbaar dat versoepeling van restricties alleen heel voorzichtig kan. Scholen kunnen slechts onder ‘strikte voorwaarden’ open. Opties hierbij zijn basisscholen eerst, of oefenen in één regio.",https://www.ad.nl/binnenland/rivm-pas-op-met-loslaten-lockdown~ad1d1daf/
11,"Jostiband pakt door: ‘Als bandleden niet mogen komen, gaan wij wel naar hun toe’",Orkestleden van de Jostiband bellen dagelijks met orkestleider Lyan Verburg om te vragen wanneer de repetities weer beginnen. Ze missen hun uitjes en het muziek maken met elkaar.,https://www.ad.nl/nlblijftthuis/jostiband-pakt-door-als-bandleden-niet-mogen-komen-gaan-wij-wel-naar-hun-toe~af20f8be/
12,Nederlandse Ikea-winkels op 28 april weer open,Woonwinkelreus Ikea is van plan de deuren van zijn Nederlandse winkels op 28 april weer te openen. Wel zal het van huis uit Zweedse bedrijf de nodige veiligheidsmaatregelen nemen om de verspreiding van het coronavirus te voorkomen. Zo is maar een beperkt aantal bezoekers tegelijk welkom in de filialen. Winkelen is daarnaast toegestaan met maximaal twee personen tegelijk.,https://www.ad.nl/economie/nederlandse-ikea-winkels-op-28-april-weer-open~aa5e47c3/
13,Reggeborgh schikt 20 jaar durende ruzie over 183 miljoen euro met Nina Storms-Brink,"Reggeborgh, de investeringsmaatschappij van de familie Wessels, heeft na twintig jaar de ruzie met Nina Storms-Brink, de oprichtster van internetprovider World Online, bijgelegd. Beide partijen hebben hun geschil over 183 miljoen euro geschikt, meldt Quote.",https://www.ad.nl/economie/reggeborgh-schikt-20-jaar-durende-ruzie-over-183-miljoen-euro-met-nina-storms-brink~adb210df/
14,Op onderzoek van deze Nederlandse baseert Duitsland zijn mondkapjesadvies,In 2008 toonde arts-epidemioloog Marianne van der Sande aan dat zelfs een theedoek voor je mond en neus al kan helpen om verspreiding van een virus te voorkomen. Toch begrijpt ze dat Nederland nog niet kiest voor mondkapjes op straat. ‘Maar ik snap landen die er wel voor kiezen óók.’,https://www.ad.nl/binnenland/op-onderzoek-van-deze-nederlandse-baseert-duitsland-zijn-mondkapjesadvies~a9d9f871/
15,Oproep voor ramadan in coronatijd: blijf lekker thuis en maak van je woning een moskee,"Ramadan krijgt een sober karakter dit jaar. De gelovigen die volgende week beginnen met de vastenmaand kunnen niet naar de moskee, kunnen niet met de familie eten en een grootscheeps Suikerfeest is ook onmogelijk. ‘Het zal voor veel mensen moeilijk worden. Ze willen toch naar buiten.’",https://www.ad.nl/koken-en-eten/oproep-voor-ramadan-in-coronatijd-blijf-lekker-thuis-en-maak-van-je-woning-een-moskee~a7be15dd/
16,Het coronanieuws van vrijdag 17 april: bijlezen in één minuut,De stroom aan nieuwsberichten over het coronavirus is amper bij te benen. In dit artikel brengen we het belangrijkste nieuws van vandaag in een kort overzicht.,https://www.ad.nl/binnenland/het-coronanieuws-van-vrijdag-17-april-bijlezen-in-een-minuut~a8c05dab/
17,Kind van gescheiden ouders eindigt op lager schoolniveau,"Kinderen die een scheiding van hun ouders meemaken, komen veelal op een lager schoolniveau dan verwacht. Vooral bij kinderen met hoogopgeleide ouders heeft zo'n gebeurtenis gevolgen voor hun schoolcarrière.",https://www.ad.nl/binnenland/kind-van-gescheiden-ouders-eindigt-op-lager-schoolniveau~ab26c1f9/
18,Coronavirus in verpleeghuis van Ruttes moeder,"Voor Mark Rutte komt het gevreesde virus ook dichtbij, nu corona is vastgesteld in het Haagse verpleeghuis waar de moeder van de premier woont. Drie van de tientallen bewoners zijn besmet, de moeder van Rutte zou niet een van hen zijn.",https://www.ad.nl/politiek/coronavirus-in-verpleeghuis-van-ruttes-moeder~adc8201b/
19,"NS breidt rooster weer wat uit: meer intercity’s, IC Direct rijdt weer","De Nederlandse Spoorwegen breiden de sinds 21 maart geldende basisdienstregeling iets uit. Alle stations waar normaliter intercity's stoppen, krijgen vanaf 29 april minstens eens per uur een intercity. Ook het Randstad-nachtnet en de IC Direct gaan weer rijden.",https://www.ad.nl/binnenland/ns-breidt-rooster-weer-wat-uit-meer-intercity-s-ic-direct-rijdt-weer~a9f2a42e/
20,"Geen ideaal barbecueweer, wel aangename temperaturen",Écht barbecueweer wordt het dit weekend niet in de meeste delen van het land. Harde wind en kans op wat regen kunnen roet in het eten gooien.,https://www.ad.nl/binnenland/geen-ideaal-barbecueweer-wel-aangename-temperaturen~adffa7b7/
21,Online pubquiz razend populair: ‘Toch een beetje kroeggevoel’,"De pubquiz was al langer populair. Nu alle cafés dicht zijn door het coronavirus, neemt de online variant een vlucht. Naast de kennis wordt daarbij ook de eerlijkheid van deelnemers op de proef gesteld.",https://www.ad.nl/nlblijftthuis/online-pubquiz-razend-populair-toch-een-beetje-kroeggevoel~a35d1f40/
22,"Rutte: Zendmasten in brand steken is levensgevaarlijk, stop hiermee",Minister-president Mark Rutte wil dat de activisten die het hebben gemunt op zendmasten onmiddellijk stoppen. De afgelopen weken werden veertien zendmasten in brand gestoken. ‘Het is letterlijk levensgevaarlijk.’,https://www.ad.nl/binnenland/rutte-zendmasten-in-brand-steken-is-levensgevaarlijk-stop-hiermee~ab9c31df/
23,Nederlandse non is hit op TikTok: ‘Met humor kun je religie lichter maken’,"Net wanneer je denkt alles wel te hebben gezien op TikTok, een van de meest populaire social mediaplatformen van dit moment, is daar zuster Hannah. Een non die de stoute schoenen onder haar habijt aantrok om TikTok-video’s te maken.",https://www.ad.nl/nlblijftthuis/nederlandse-non-is-hit-op-tiktok-met-humor-kun-je-religie-lichter-maken~a7c0aa23/
24,"Winkelen op anderhalve meter, zo gaat dat: ‘Zelfs de verkoopster past je kleren’","Pas na Pasen durfde ‘de branche’ het hardop te roepen: winkelen kan weer, het is veilig. Wordt het dit weekend dan weer ‘lekker’ druk in de stad? Hou rekening met véél plexiglas, looproutes, buiten wachten én ondernemers die je toch op je gemak stellen.",https://www.ad.nl/economie/winkelen-op-anderhalve-meter-zo-gaat-dat-zelfs-de-verkoopster-past-je-kleren~aa4a5435/
25,Minstens 14.000 huizenbezitters hebben betaalpauze van hypotheek,Huizenbezitters hebben massaal uitstel gekregen voor hun maandelijkse betaling van de hypotheek. Banken zijn de afgelopen maand 14.000 consumenten tegemoet gekomen met een betalingsregeling omdat ze in acute geldnood zijn terechtgekomen door de coronacrisis.,https://www.ad.nl/wonen/minstens-14-000-huizenbezitters-hebben-betaalpauze-van-hypotheek~ad43ca73/
26,Ouders krijgen in juni of juli geld terug voor kinderopvang,Ouders met kinderen in de kinderopvang kunnen in juni of uiterlijk juli compensatie verwachten voor de rekeningen die ze doorbetalen nu de dagverblijven zijn gesloten. Ze hoeven daar zelf niets voor te doen.,https://www.ad.nl/binnenland/ouders-krijgen-in-juni-of-juli-geld-terug-voor-kinderopvang~ae25bdfc/
27,Burgemeesters vragen kabinet om alle evenementen in de zomer te verbieden,Burgemeesters van grote steden willen dat alle grote evenementen tot 1 september worden verboden. Minister Ferd Grapperhaus van Justitie bevestigt dat de burgemeesters ‘die vraag hebben neergelegd’.,https://www.ad.nl/politiek/burgemeesters-vragen-kabinet-om-alle-evenementen-in-de-zomer-te-verbieden~aecbe8b7/
28,Nieuw politieakkoord maakt versnelde instroom van agenten mogelijk,Politiebonden en justitieminister Grapperhaus willen met een aanvullend cao-akkoord de capaciteitsproblemen bij de politie te lijf gaan. Zo wordt de politieopleiding verkort en komen agenten sneller op straat. Voor oudere agenten is vroegpensioen mogelijk.,https://www.ad.nl/binnenland/nieuw-politieakkoord-maakt-versnelde-instroom-van-agenten-mogelijk~ad154764/
29,Primeur: ‘Oude wijk’ Nijmegen krijgt lokaal warmtenet voor 500 huizen,De Nijmeegse wijk Hengstdal wordt een van de eerste Nederlandse wijken met een eigen warmtenet. Via een buurt-warmtepomp kunnen 500 woningen in de wijk al over drie jaar gasvrij worden. Bewoners worden zelf baas over de buurtverwarmingscentrale.,https://www.ad.nl/wonen/primeur-oude-wijk-nijmegen-krijgt-lokaal-warmtenet-voor-500-huizen~a802ae4f/
