,titles,descriptions,links
0, Dopingzondaars profiteren van uitstel Olympische Spelen , Dopingzondaars profiteren van uitstel Olympische Spelen ,https://www.nu.nl/olympische-spelen/6045624/dopingzondaars-profiteren-van-uitstel-olympische-spelen.html
1,Video Hugh Jackman leert Jimmy Fallon hoe je vlechtbrood maakt ,Video Hugh Jackman leert Jimmy Fallon hoe je vlechtbrood maakt ,https://www.nu.nl/achterklap/6045620/hugh-jackman-leert-jimmy-fallon-hoe-je-vlechtbrood-maakt.html
2, Darren Aronofsky wilde Joker-acteur Joaquin Phoenix voor rol van Batman , Darren Aronofsky wilde Joker-acteur Joaquin Phoenix voor rol van Batman ,https://www.nu.nl/film/6045618/darren-aronofsky-wilde-joker-acteur-joaquin-phoenix-voor-rol-van-batman.html
3," Coronacrisis of niet, de Nasdaq-index staat voor dit jaar weer in het groen "," Coronacrisis of niet, de Nasdaq-index staat voor dit jaar weer in het groen ",https://www.nu.nl/economie/6045615/coronacrisis-of-niet-de-nasdaq-index-staat-voor-dit-jaar-weer-in-het-groen.html
4,Livestream Kijk mee naar de presentaties van de corona-apps ,Livestream Kijk mee naar de presentaties van de corona-apps ,https://www.nu.nl/tech/6045614/kijk-mee-naar-de-presentaties-van-de-corona-apps.html
5," Snel publiceren van coronaonderzoek is belangrijk, maar ook risicovol "," Snel publiceren van coronaonderzoek is belangrijk, maar ook risicovol ",https://www.nu.nl/coronavirus/6045547/snel-publiceren-van-coronaonderzoek-is-belangrijk-maar-ook-risicovol.html
6, John Krasinski organiseert virtueel schoolfeest met optreden Billie Eilish , John Krasinski organiseert virtueel schoolfeest met optreden Billie Eilish ,https://www.nu.nl/achterklap/6045613/john-krasinski-organiseert-virtueel-schoolfeest-met-optreden-billie-eilish.html
7, Premier League wordt in 'bestcasescenario' op 8 juni hervat , Premier League wordt in 'bestcasescenario' op 8 juni hervat ,https://www.nu.nl/voetbal/6045606/premier-league-wordt-in-bestcasescenario-op-8-juni-hervat.html
8, Zendmast op dak Amsterdamse parkeergarage vermoedelijk in brand gestoken , Zendmast op dak Amsterdamse parkeergarage vermoedelijk in brand gestoken ,https://www.nu.nl/binnenland/6045597/zendmast-op-dak-amsterdamse-parkeergarage-vermoedelijk-in-brand-gestoken.html
9, Zeven partijen presenteren corona-apps aan het publiek: dit moet je weten , Zeven partijen presenteren corona-apps aan het publiek: dit moet je weten ,https://www.nu.nl/tech/6045605/zeven-partijen-presenteren-corona-apps-aan-het-publiek-dit-moet-je-weten.html
10," 1,7 miljoen kijkers voor eerste aflevering nieuwe reeks Bed & Breakfast "," 1,7 miljoen kijkers voor eerste aflevering nieuwe reeks Bed & Breakfast ",https://www.nu.nl/media/6045600/17-miljoen-kijkers-voor-eerste-aflevering-nieuwe-reeks-bed-breakfast.html
11, WNBA neemt dochter van Kobe Bryant als eerbetoon postuum op in draft , WNBA neemt dochter van Kobe Bryant als eerbetoon postuum op in draft ,https://www.nu.nl/sport-overig/6045599/wnba-neemt-dochter-van-kobe-bryant-als-eerbetoon-postuum-op-in-draft.html
12, Vijf verdachten aangehouden na ramkraak op juwelier in Tubbergen , Vijf verdachten aangehouden na ramkraak op juwelier in Tubbergen ,https://www.nu.nl/binnenland/6045598/vijf-verdachten-aangehouden-na-ramkraak-op-juwelier-in-tubbergen.html
13,Video Prul of Praal? Kartonnen doos als smartphoneprojector ,Video Prul of Praal? Kartonnen doos als smartphoneprojector ,https://www.nu.nl/tech/6045594/prul-of-praal-kartonnen-doos-als-smartphoneprojector.html
14, Zonneveld na vuurdoop op PDC Home Tour: 'Valsspelen is bijna onmogelijk' , Zonneveld na vuurdoop op PDC Home Tour: 'Valsspelen is bijna onmogelijk' ,https://www.nu.nl/darts/6045585/zonneveld-na-vuurdoop-op-pdc-home-tour-valsspelen-is-bijna-onmogelijk.html
15," Memphis Depay plaatst video met lijger, dierenorganisaties delen oproep "," Memphis Depay plaatst video met lijger, dierenorganisaties delen oproep ",https://www.nu.nl/achterklap/6045592/memphis-depay-plaatst-video-met-lijger-dierenorganisaties-delen-oproep.html
16,Video Hoe andere ziektes 'vrij spel' kunnen krijgen door coronacrisis ,Video Hoe andere ziektes 'vrij spel' kunnen krijgen door coronacrisis ,https://www.nu.nl/algemeen/6045593/hoe-andere-ziektes-vrij-spel-kunnen-krijgen-door-coronacrisis.html
17,"Toen er nog sport was Rebellin klopt Boogerd, PSV pakt eindelijk 22e titel ","Toen er nog sport was Rebellin klopt Boogerd, PSV pakt eindelijk 22e titel ",https://www.nu.nl/sport-overig/6045584/rebellin-klopt-boogerd-psv-pakt-eindelijk-22e-titel.html
18, Astronauten in mei voor eerste keer met SpaceX-raket naar ISS , Astronauten in mei voor eerste keer met SpaceX-raket naar ISS ,https://www.nu.nl/buitenland/6045590/astronauten-in-mei-voor-eerste-keer-met-spacex-raket-naar-iss.html
19, Paulien Cornelisse schrijft over Japan: 'Ze accepteren daar mijn obsessie' , Paulien Cornelisse schrijft over Japan: 'Ze accepteren daar mijn obsessie' ,https://www.nu.nl/cultuur-overig/6044691/paulien-cornelisse-schrijft-over-japan-ze-accepteren-daar-mijn-obsessie.html
20, Goed nieuws: Britse veteraan haalt miljoenen op | zeldzame 'zezel' geboren , Goed nieuws: Britse veteraan haalt miljoenen op | zeldzame 'zezel' geboren ,https://www.nu.nl/algemeen/6045583/goed-nieuws-britse-veteraan-haalt-miljoenen-op-zeldzame-zezel-geboren.html
21, Stilte in de lucht; vanaf Rotterdam Airport vliegt niets meer , Stilte in de lucht; vanaf Rotterdam Airport vliegt niets meer ,https://www.nu.nl/economie/6045560/stilte-in-de-lucht-vanaf-rotterdam-airport-vliegt-niets-meer.html
22, Minister Van Engelshoven: Ik ben niet van de spierballentaal , Minister Van Engelshoven: Ik ben niet van de spierballentaal ,https://www.nu.nl/cultuur-overig/6045576/minister-van-engelshoven-ik-ben-niet-van-de-spierballentaal.html
23, Minister Van Engelshoven: Geen cultuurbezuinigingen tijdens recessie , Minister Van Engelshoven: Geen cultuurbezuinigingen tijdens recessie ,https://www.nu.nl/cultuur-overig/6045574/minister-van-engelshoven-geen-cultuurbezuinigingen-tijdens-recessie.html
