,titles,descriptions,links
0,Zo ziet het coronaziekenhuis in Ahoy Rotterdam er van binnen uit,In Ahoy Rotterdam zou op dit moment eigenlijk de opbouw voor het Songfestival in volle gang zijn. Twee evenementenhallen zijn nu echter ingericht als zorgcentrum voor coronapatiënten. Zo ziet het er van binnen uit.,https://www.nu.nl/algemeen/6045035/zo-ziet-het-coronaziekenhuis-in-ahoy-rotterdam-er-van-binnen-uit.html
1,Aantal ic-patiënten daalt voor vierde dag op rij en zakt onder 1.300,"Het aantal Nederlandse coronapatiënten op de intensive care (ic) is voor de vierde dag op rij gedaald. In totaal 1.279 patiënten liggen op de intensive care, maakt Ernst Kuipers, voorzitter van het Landelijk Netwerk Acute Zorg (LNAZ), woensdagmiddag bekend.",https://www.nu.nl/coronavirus/6044934/aantal-ic-patienten-daalt-voor-vierde-dag-op-rij-en-zakt-onder-1300.html
2,OM: Berichten van Naoufal F. vormen bewijs tegen 'Rico de Chileen',Het Openbaar Ministerie (OM) heeft woensdag in de rechtbank van Amsterdam laten weten dat berichten op de telefoon van Naoufal F. de verdenking tegen Richard R. (beter bekend als 'Rico de Chileen') verstevigen dat hij betrokken is bij liquidaties en drugshandel.,https://www.nu.nl/binnenland/6044936/om-berichten-van-naoufal-f-vormen-bewijs-tegen-rico-de-chileen.html
3,Goed nieuws: Woningsdag | Zeldzame wrattenzwijntjes geboren,"Door het slechte nieuws dat meestal de voorpagina van NU.nl domineert, valt het goede nieuws vaak weg. Daarom maken we een overzicht van positief nieuws.",https://www.nu.nl/coronavirus/6044883/goed-nieuws-woningsdag-zeldzame-wrattenzwijntjes-geboren.html
4,Willem-Alexander verrast basisschoolleerlingen tijdens online les,"Koning Willem-Alexander verraste woensdag de leerlingen van basisschool De Fontein in Den Haag. De koning bezocht de school om meer te horen over de gevolgen van de coronacrisis voor het onderwijs. Leraren van De Fontein geven dagelijks les via een videoverbinding, vanuit huis of vanuit de school.",https://www.nu.nl/algemeen/6044983/willem-alexander-verrast-basisschoolleerlingen-tijdens-online-les.html
5,Jeugdzorg ziet aantal meldingen over kindermishandeling niet toenemen,"Jeugdzorg Nederland ziet het aantal meldingen over kindermishandeling niet toenemen door de coronacrisis, laat een woordvoerder woensdag aan NU.nl weten na een rondgang door persbureau ANP. Wel vreest Jeugdzorg dat problemen onopgemerkt blijven.",https://www.nu.nl/coronavirus/6044918/jeugdzorg-ziet-aantal-meldingen-over-kindermishandeling-niet-toenemen.html
6,Veroordeelde moordenaar van man in Bredase flat meldt zich bij politie,"Azzedine A., een van de mannen die werd veroordeeld voor de moord op een slapende man in een flat in Breda, heeft zich woensdag bij de politie gemeld. A. was evenals mededader Anel B. onvindbaar nadat de rechtbank hen eerder deze maand twintig jaar celstraf oplegde. De politie deelde daarom dinsdag beelden van de mannen in de uitzending van Opsporing Verzocht.",https://www.nu.nl/binnenland/6044912/veroordeelde-moordenaar-van-man-in-bredase-flat-meldt-zich-bij-politie.html
7,Willem-Alexander verrast basisschoolleerlingen tijdens online les,"Koning Willem-Alexander verraste woensdag de leerlingen van basisschool De Fontein in Den Haag. De koning bezocht de school om meer te horen over de gevolgen van de coronacrisis voor het onderwijs. Leraren van De Fontein geven dagelijks les via een videoverbinding, vanuit huis of vanuit de school.",https://www.nu.nl/binnenland/6044922/willem-alexander-verrast-basisschoolleerlingen-tijdens-online-les.html
8,RIVM: Meer doden (189) gemeld dan dinsdag door vertraagde registratie,"Het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) meldt woensdag in de dagelijkse update 189 nieuwe sterfgevallen als gevolg van het coronavirus. Dat is meer dan een dag eerder (122) en een week eerder (147), wat mogelijk komt door een vertraagde registratie rond Pasen. Het aantal nieuwe ziekenhuisopnames is met 188 verder gedaald.",https://www.nu.nl/coronavirus/6044915/rivm-meer-doden-189-gemeld-dan-dinsdag-door-vertraagde-registratie.html
9,Overvallers bedreigen en mishandelen medewerkers Amsterdamse KFC,De politie heeft dinsdagavond beelden gedeeld van een overval op een Kentucky Fried Chicken (KFC) in Amsterdam. Twee medewerkers van het filiaal in het stadsdeel Bos en Lommer werden op 21 december 2019 bedreigd en mishandeld.,https://www.nu.nl/binnenland/6044863/overvallers-bedreigen-en-mishandelen-medewerkers-amsterdamse-kfc.html
