,titles,descriptions,links,site_name
0,Besluitenlijst Provinciale Staten 8 mei 2020,Overzicht van genomen besluiten,https://www.brabant.nl/actueel/nieuws/provinciale-staten/2020/mei/besluitenlijst-provinciale-staten-8-mei-2020,www.brabant.nl
1,Coalitie presenteert Bestuursakkoord Provincie Noord-Brabant 2020 - 2023,Nieuwe coalitie presenteert bestuursakkoord voor de provincie Noord-Brabant.,https://www.brabant.nl/actueel/nieuws/bestuur/2020/coalitie-presenteert-bestuursakkoord-provincie-noordbrabant,www.brabant.nl
2,Coalitie Brabant presenteert beoogd gedeputeerden,De nieuwe coalitie begint met nieuwe gezichten en een forse wijziging van de portefeuilles. ,https://www.brabant.nl/actueel/nieuws/bestuur/2020/coalitie-brabant-presenteert-beoogd-gedeputeerden,www.brabant.nl
3,Vervolgmeting Brabanders over het coronavirus,Meting 2 geeft opnieuw goed inzicht in de maatschappelijke effecten van het coronavirus.,https://www.brabant.nl/actueel/nieuws/bestuur/2020/vervolgmeting-brabanders-over-het-coronavirus,www.brabant.nl
4,Brabant zet kanjers in het licht,Het provinciebestuur toont haar steun aan alle helden die in deze bijzondere tijd een bewonderingswaardige rol spelen.,https://www.brabant.nl/actueel/nieuws/bestuur/2020/brabant-zet-kanjers-in-het-licht,www.brabant.nl
5,Onderzoek naar kunstmestvrij telen van aardappelen,De provincie Noord-Brabant ondersteunt een onderzoek naar het kunstmestvrij telen van aardappelen. ,https://www.brabant.nl/actueel/nieuws/platteland/2020/onderzoek-naar-kunstmestvrij-telen-van-aardappelen,www.brabant.nl
6,Toespraak commissaris Wim van de Donk: 'We zullen ook deze crisis overwinnen',"De commissaris vraagt aan de vooravond van 4 en 5 mei aandacht voor de vrijheid, de rechtsstaat en democratie.",https://www.brabant.nl/actueel/nieuws/bestuur/2020/toespraak-commissaris-wim-van-de-donk,www.brabant.nl
7,Statendag 15 mei 2020,Op de agenda van de Statendag van 15 mei 2020,https://www.brabant.nl/actueel/nieuws/provinciale-staten/2020/mei/statendag-15-mei-2020,www.brabant.nl
8,Statendag 8 mei 2020,Op de agenda van de Statendag van 8 mei 2020,https://www.brabant.nl/actueel/nieuws/provinciale-staten/2020/mei/statendag-8-mei-2020,www.brabant.nl
9,Steunmaatregelen corona voor cultuur in Brabant,De provincie ontwikkelt samen met de vijf grote steden een steunpakket voor de regionale culturele infrastructuur.,https://www.brabant.nl/actueel/nieuws/kunst-cultuur-en-erfgoed/2020/steunmaatregelen-corona-voor-cultuur-in-brabant,www.brabant.nl
