,titles,descriptions,links
0,’Kabinet trekt 70 miljoen extra uit voor onderwijs en strijd tegen misdaad’,Middenin de coronacrisis trekt het kabinet nog 70 miljoen euro uit voor onderwijs en de strijd tegen de georganiseerde misdaad. Maar meer geld is er dit voorjaar niet beschikbaar voor politieke wensen.,https://www.telegraaf.nl/nieuws/51993222/kabinet-trekt-70-miljoen-extra-uit-voor-onderwijs-en-strijd-tegen-misdaad
1,’Miljoenenimpuls voor werkdrukvermindering in het onderwijs’,’Miljoenenimpuls voor werkdrukvermindering in het onderwijs’,https://www.telegraaf.nl/nieuws/1086047940/miljoenenimpuls-voor-werkdrukvermindering-in-het-onderwijs
2,Notre-Dame laat eindelijk weer van zich horen,Notre-Dame laat eindelijk weer van zich horen,https://www.telegraaf.nl/video/1318922606/notre-dame-laat-eindelijk-weer-van-zich-horen
3,"‘Wijnen, wijnen, wijnen om de pijn te verzachten’","Vandaag in de podcast corona-update al het laatste nieuws uit de persconferentie van premier Rutte en minister De Jonge van Volksgezondheid. We hebben het met wielerverslaggever Hans Ruggenberg over de Tour de France, die waarschijnlijk toch doorgaat dit jaar. En welke bekende Nederlander vreest in ...",https://www.telegraaf.nl/nieuws/514957821/wijnen-wijnen-wijnen-om-de-pijn-te-verzachten
4,Minister Schouten (Landbouw) trekt knip om ’verloren jaar’ te overleven,"Om te voorkomen dat bedrijven in de sierteeltsector ten onder gaan,  trekt het kabinet 600 miljoen euro uit. De enorme omzetschade bij de oer-Hollandse bollenboeren en bloemenkwekers wordt voor een groot deel gecompenseerd.",https://www.telegraaf.nl/nieuws/500414251/minister-schouten-landbouw-trekt-knip-om-verloren-jaar-te-overleven
5,Kabinet trekt 600 miljoen uit voor sierteelt,Om te voorkomen dat bedrijven in de sierteeltsector voor altijd uitgebloeid raken trekt het kabinet 600 miljoen euro uit. De enorme omzetschade bij de oer-Hollandse bollenboeren en bloemenkwekers wordt voor een groot deel gecompenseerd.,https://www.telegraaf.nl/nieuws/2005911457/kabinet-trekt-600-miljoen-uit-voor-sierteelt
6,Oranjefan: 'Niet klagen dat Koningsdag niet doorgaat',Oranjefan: 'Niet klagen dat Koningsdag niet doorgaat',https://www.telegraaf.nl/video/1685178823/oranjefan-niet-klagen-dat-koningsdag-niet-doorgaat
7,Eikenprocessierups aanpakken: ’Door de jeuk niet meer in de tuin zitten’,De eikenprocessierups staat in de startblokken om het de mens weer lastig te maken. Inwoners van het Brabantse Moergestel binden de strijd met de jeukrups aan door de stammen van eikenbomen te omwikkelen met landbouwplastic en huishoudfolie.,https://www.telegraaf.nl/nieuws/1861535417/eikenprocessierups-aanpakken-door-de-jeuk-niet-meer-in-de-tuin-zitten
8,Extra controles tegen dagjesmens in Zuid-Limburgs heuvelland,De Veiligheidsregio Zuid Limburg vermindert het aantal controleposten op toegangswegen naar het Limburgse heuvelland. Maar de regio waarschuwt wel dat komend weekend extra controles worden uitgevoerd bij de toegangswegen tot het heuvelland. Die moeten voorkomen dat het gebied weer volloopt met dagje...,https://www.telegraaf.nl/nieuws/836963545/extra-controles-tegen-dagjesmens-in-zuid-limburgs-heuvelland
9,LIVE | Dodental coronavirus in Frankrijk nu boven de 17.000,Wereldwijd zijn ruim 130.000 mensen overleden aan de gevolgen van een besmetting met het coronavirus. Het dodental is in een periode van twee weken ruim verdubbeld. Meer dan 2 miljoen mensen zijn besmet. Dat meldt de Johns Hopkins University. Volg de laatste mondiale ontwikkelingen over het coronavi...,https://www.telegraaf.nl/nieuws/2029892713/live-dodental-coronavirus-in-frankrijk-nu-boven-de-17-000
10,'Dit zijn de stappen naar het nieuwe normaal',Het kabinet heeft woensdag opnieuw een persconferentie gegeven over de coronacrisis. Minister Hugo de Jonge noemt drie stappen die we te zetten hebben naar het nieuwe normaal.,https://www.telegraaf.nl/video/966995826/dit-zijn-de-stappen-naar-het-nieuwe-normaal
11,Kabinet trekt 300 miljoen euro uit voor cultuursector,"Het kabinet trekt 300 miljoen euro extra uit om de cultuursector te ondersteunen. Dat maakt het ministerie van Onderwijs woensdag bekend. Met het geld worden onder meer subsidies voor instellingen en festivals verhoogd die door het Rijk worden bekostigd, maar ook voor private instellingen en organis...",https://www.telegraaf.nl/nieuws/2006098597/kabinet-trekt-300-miljoen-euro-uit-voor-cultuursector
