,titles,descriptions,links,site_name
0,Politie rukt in coronatijd vaker uit voor verwarde personen en zwervers,Dat blijkt uit politiecijfers over april die NRC heeft opgevraagd.,https://www.nos.nl/artikel/2333464-politie-rukt-in-coronatijd-vaker-uit-voor-verwarde-personen-en-zwervers.html,www.nos.nl
1,Eerste mensen na middernacht geknipt • Basisscholen gaan weer open,Lees in dit liveblog het coronanieuws van maandag 11 mei.,https://www.nos.nl/liveblog/2333462-eerste-mensen-na-middernacht-geknipt-basisscholen-gaan-weer-open.html,www.nos.nl
2,Johnson voorzichtig met versoepelen maatregelen • Corendon komt met coronaproof vakantie        ,Lees in dit liveblog het coronanieuws van zondag 10 mei.,https://www.nos.nl/liveblog/2333372-johnson-voorzichtig-met-versoepelen-maatregelen-corendon-komt-met-coronaproof-vakantie.html,www.nos.nl
3,Coronamaatregelen versoepeld: wat kan er vanaf vandaag allemaal weer?,"Het is 11 mei, de dag dat een aantal maatregelen versoepeld wordt. In dit artikel lees je wat er verandert. ",https://www.nos.nl/artikel/2333452-coronamaatregelen-versoepeld-wat-kan-er-vanaf-vandaag-allemaal-weer.html,www.nos.nl
4,Gijzeling vrouw beëindigd in Zutphen,Twee mannen van 24 en 25 zijn aangehouden. De politie heeft twee vuurwapens in beslag genomen.,https://www.nos.nl/artikel/2333441-gijzeling-vrouw-beeindigd-in-zutphen.html,www.nos.nl
5,"8800 coronaboetes in Nederland, honderd keer zoveel in Frankrijk en Spanje","Europese landen hebben niet alleen hun eigen maatregelen tegen corona, maar ook hun eigen manier van controleren en handhaven. Daarbij zijn honderdduizenden boetes uitgedeeld. Soms worden er zelfs arrestaties verricht. ",https://www.nos.nl/artikel/2333430-8800-coronaboetes-in-nederland-honderd-keer-zoveel-in-frankrijk-en-spanje.html,www.nos.nl
6,Kitesurfer verongelukt op strand Kamperland in Zeeland,"Wat er precies is gebeurd, is nog niet duidelijk. De politie doet nog onderzoek.",https://www.nos.nl/artikel/2333428-kitesurfer-verongelukt-op-strand-kamperland-in-zeeland.html,www.nos.nl
7,Coronacijfers van 10 mei: laagste aantal ziekenhuisopnames in twee maanden,"In totaal zijn er in Nederland nu 5440 mensen overleden van wie vaststaat dat dit verband houdt met covid-19, de ziekte die door het virus wordt veroorzaakt. ",https://www.nos.nl/artikel/2333418-coronacijfers-van-10-mei-laagste-aantal-ziekenhuisopnames-in-twee-maanden.html,www.nos.nl
8,"Moederdag: niet op bezoek dit jaar, wel veel bloemen en lieve boodschappen","Bloemen, ontbijtjes en kadobonnen worden volop bezorgd, omdat ze vanwege de coronacrisis niet persoonlijk bij moeders kunnen worden gebracht.",https://www.nos.nl/artikel/2333393-moederdag-niet-op-bezoek-dit-jaar-wel-veel-bloemen-en-lieve-boodschappen.html,www.nos.nl
9,"Winkel in Rotterdam-Delfshaven beschoten, tweede schietpartij in een week",Een winkelpand op de Mathenesserdijk is onder vuur genomen met een automatisch geweer.,https://www.nos.nl/artikel/2333385-winkel-in-rotterdam-delfshaven-beschoten-tweede-schietpartij-in-een-week.html,www.nos.nl
10,Wekdienst 10/5: Lockdown in Suriname versoepeld • En Moederdag in coronatijden,"Nieuws, weer en verkeer: met dit overzicht begin je geïnformeerd aan de dag.",https://www.nos.nl/artikel/2333379-wekdienst-10-5-lockdown-in-suriname-versoepeld-en-moederdag-in-coronatijden.html,www.nos.nl
11,Kinderopvang-voorzitter Rottenberg haalt hard uit naar scholen,Volgens hem geven te veel scholen niet thuis en zijn ze onbereikbaar voor kinderopvangorganisaties om af te stemmen. ,https://www.nos.nl/artikel/2333374-kinderopvang-voorzitter-rottenberg-haalt-hard-uit-naar-scholen.html,www.nos.nl
12,"Frankrijk meldt laagste aantal doden sinds april • 541 patiënten op de IC, daling zet door  ",Lees in dit liveblog het coronanieuws van zaterdag 9 mei.,https://www.nos.nl/liveblog/2333286-frankrijk-meldt-laagste-aantal-doden-sinds-april-541-patienten-op-de-ic-daling-zet-door.html,www.nos.nl
13,Vrouw na uren uit zendmast in Bemmel gehaald ,Het is nog niet duidelijk wat haar motief voor de beklimming was. De vrouw is door de politie meegenomen naar het bureau voor een gesprek.,https://www.nos.nl/artikel/2333365-vrouw-na-uren-uit-zendmast-in-bemmel-gehaald.html,www.nos.nl
14,Veiligheidsregio's: het was drukker maar met voldoende afstand,Voorzitter Bruls van het Veiligheidsberaad zegt dat aanspreken of waarschuwen bij het niet in acht nemen van afstandsregels meestal genoeg is.,https://www.nos.nl/artikel/2333358-veiligheidsregio-s-het-was-drukker-maar-met-voldoende-afstand.html,www.nos.nl
15,NS: ga niet met de trein naar het strand,Het is druk in de treinen naar Zandvoort. De NS vraag mensen om niet met de trein naar het strand te gaan. Ook op andere plekken in Nederland neemt de drukte toe.,https://www.nos.nl/artikel/2333327-ns-ga-niet-met-de-trein-naar-het-strand.html,www.nos.nl
16,De coronacijfers van 9 mei: nauwelijks nog Nederlanders op Duitse IC's,"In totaal zijn er in Nederland nu 5422 mensen overleden van wie vaststaat dat dit verband houdt met covid-19, de ziekte die door het virus wordt veroorzaakt. ",https://www.nos.nl/artikel/2333326-de-coronacijfers-van-9-mei-nauwelijks-nog-nederlanders-op-duitse-ic-s.html,www.nos.nl
17,Met deze maatregelen kunnen middelbare scholieren straks weer naar school,"Als 2 juni de middelbare scholen in Nederland weer opengaan, gaan die er heel anders uitzien dan voor de sluiting.",https://www.nos.nl/artikel/2333320-met-deze-maatregelen-kunnen-middelbare-scholieren-straks-weer-naar-school.html,www.nos.nl
18,Minister kijkt naar plan om eis motorrijbewijs voor automobilisten te verlagen,Volgens branchevereniging RAI Vereniging neemt door de coronacrisis de behoefte om individueel te reizen toe. Een motor zou de oplossing kunnen zijn. ,https://www.nos.nl/artikel/2333315-minister-kijkt-naar-plan-om-eis-motorrijbewijs-voor-automobilisten-te-verlagen.html,www.nos.nl
19,RIVM-experts: 'Aankondigen van versoepelingen kan mensen nonchalant maken',"""Mensen gaan op een gegeven moment hun gedrag aanpassen. Die onzekerheden zijn best wel groot"", zegt Jacco Wallinga van het RIVM.",https://www.nos.nl/artikel/2333303-rivm-experts-aankondigen-van-versoepelingen-kan-mensen-nonchalant-maken.html,www.nos.nl
20,Wekdienst 9/5: Demonstraties in Duitsland • Benefiet in Caribisch deel koninkrijk,"Nieuws, weer en verkeer: met dit overzicht begin je geïnformeerd aan de dag.",https://www.nos.nl/artikel/2333301-wekdienst-9-5-demonstraties-in-duitsland-benefiet-in-caribisch-deel-koninkrijk.html,www.nos.nl
21,Miljoenen jaren oude vulkaan ontdekt in Nederlands deel Noordzee,Het gaat om een uitgedoofde vulkaan in de Noordzee. De onderzoekers sluiten uit dat hij opnieuw actief kan worden. Wel denken ze dat er mogelijk meerdere vulkanen in het Noordzeegebied zijn.,https://www.nos.nl/artikel/2333297-miljoenen-jaren-oude-vulkaan-ontdekt-in-nederlands-deel-noordzee.html,www.nos.nl
22,"'Verpleeghuizen wilden al vroeg testen, maar werden geweigerd'",De tests werden geweigerd omdat onduidelijk was waar in Nederland er beschikbare capaciteit was. ,https://www.nos.nl/artikel/2333290-verpleeghuizen-wilden-al-vroeg-testen-maar-werden-geweigerd.html,www.nos.nl
23,Opnieuw vlucht uit Marokko onderweg naar Schiphol  • Versoepelingen in deel Spanje,Lees in dit liveblog het coronanieuws van vrijdag 8 mei.,https://www.nos.nl/liveblog/2333173-opnieuw-vlucht-uit-marokko-onderweg-naar-schiphol-versoepelingen-in-deel-spanje.html,www.nos.nl
24,Boerenorganisatie LTO stapt uit 'turbulent' Landbouw Collectief,"De dertien organisaties die samen het collectief vormen, zijn te divers en kunnen samen te weinig voor elkaar krijgen, aldus de LTO.",https://www.nos.nl/artikel/2333279-boerenorganisatie-lto-stapt-uit-turbulent-landbouw-collectief.html,www.nos.nl
