,titles,descriptions,links,site_name
0,"Apple brengt MacBook Pro 13"" met verbeterd toetsenbord uit voor 1499 euro","Apple brengt vernieuwde versies van zijn MacBook Pro 13"" uit. De laptops hebben dezelfde behuizing als hun voorgangers, maar zijn voorzien van het Magic Keyboard en nieuwe Intel-processors. Het instapmodel kost 1499 euro.<img src=""http://feeds.feedburner.com/~r/tweakers/mixed/~4/suIgs36zBrY"" height=""1"" width=""1"" alt=""""/>",https://tweakers.net/nieuws/166744,www.tweakers.nl
1,"HP brengt 27""-monitor met 165Hz-ips-paneel en G-Sync uit voor 559 euro","HP brengt een nieuwe 27""-monitor uit in zijn Omen-serie voor gamers. De Omen 27i heeft een ips-paneel met een resolutie van 2560x1440 pixels, een responstijd van 1ms en een verversingssnelheid van 165Hz. Het scherm heeft een G-Sync Compatible-certificaat.<img src=""http://feeds.feedburner.com/~r/tweakers/mixed/~4/LNE_0RiV1WE"" height=""1"" width=""1"" alt=""""/>",https://tweakers.net/nieuws/166746,www.tweakers.nl
2,Kortgedingrechter doet op 25 mei uitspraak in zaak van Stop5GNL tegen de staat,"De kortgedingrechter van de Rechtbank Den Haag doet op maandag 25 mei om 11 uur 's ochtends een uitspraak in de zaak die Stichting Stop5GNL voert tegen de Nederlandse staat. Het kort geding werd maandag inhoudelijk behandeld.<img src=""http://feeds.feedburner.com/~r/tweakers/mixed/~4/6-sx8p0SY9Y"" height=""1"" width=""1"" alt=""""/>",https://tweakers.net/nieuws/166738,www.tweakers.nl
3,Hacker achterhaalt plaintext-wachtwoorden uit tweedehandscomputers van Tesla's,"Tesla-bezitters lopen het risico dat gegevens over hun auto- en entertainmentgebruik in verkeerde handen vallen. Tesla slaat informatie uit de Media Control Unit, waaronder wachtwoorden, in plaintext op op computers. Die zijn inmiddels voor weinig geld op internet te koop.<img src=""http://feeds.feedburner.com/~r/tweakers/mixed/~4/i4FmdJN1a2c"" height=""1"" width=""1"" alt=""""/>",https://tweakers.net/nieuws/166742,www.tweakers.nl
4,Leverancier verwijst naar lga1700-socket voor Intel Alder Lake-processors,"Intels toekomstige generatie van Alder Lake-S-desktopprocessors lijkt een nieuwe lga1700-socket te gebruiken. Dat kwam eerder al naar voren in een gerucht en nu wordt die socket vermeld bij een leverancier van testinstrumenten voor spanningsregelaars.<img src=""http://feeds.feedburner.com/~r/tweakers/mixed/~4/JNf-MFKRMt0"" height=""1"" width=""1"" alt=""""/>",https://tweakers.net/nieuws/166740,www.tweakers.nl
5,Netbeheerders vrezen miljoenenverlies door vroegtijdig vervangen slimme meters,"Energienetbeheerders Liander en Stedin vrezen miljoenen euro's verlies doordat ze miljoenen slimme meters vervroegd moeten vervangen. De meters werken op een eigen frequentie. De beheerders dreigen die eerder kwijt te raken dan ze aanvankelijk hadden gedacht.<img src=""http://feeds.feedburner.com/~r/tweakers/mixed/~4/CLroQAX44LE"" height=""1"" width=""1"" alt=""""/>",https://tweakers.net/nieuws/166734,www.tweakers.nl
6,Veel Oppo-smartphones krijgen vanaf juni upgrade naar Android 10,"Oppo heeft een upgradeschema gepubliceerd waarop staat wanneer welke telefoons de upgrade naar ColorOS 7 krijgen. Dat is Oppo's besturingssysteem op basis van Android 10. In Nederland krijgen veel telefoons vanaf juni de upgrade.<img src=""http://feeds.feedburner.com/~r/tweakers/mixed/~4/f2D-kLtNfvo"" height=""1"" width=""1"" alt=""""/>",https://tweakers.net/nieuws/166736,www.tweakers.nl
7,Politie houdt 24 verdachten van WhatsApp-fraude aan rond Deventer,"De politie heeft in de afgelopen weken 24 verdachten aangehouden in een groot onderzoek naar WhatsApp-fraude. De verdachten zijn tussen de 15 en 40 jaar oud en het gaat onder andere om 'geldezels', die hun rekening ter beschikking hebben gesteld.<img src=""http://feeds.feedburner.com/~r/tweakers/mixed/~4/xxvVxc_R7Dw"" height=""1"" width=""1"" alt=""""/>",https://tweakers.net/nieuws/166732,www.tweakers.nl
8,LineageOS houdt distributie van builds offline na inbraak op servers,"Hackers zijn de servers van LineageOS binnengedrongen. Ze misbruikten daarvoor een bekende softwarekwetsbaarheid. Bij de hack zijn geen gegevens of signing keys gestolen, maar LineageOS houdt zijn diensten wel tijdelijk offline.<img src=""http://feeds.feedburner.com/~r/tweakers/mixed/~4/C4UzAq8UxBE"" height=""1"" width=""1"" alt=""""/>",https://tweakers.net/nieuws/166730,www.tweakers.nl
9,'Steam heeft sinds release Half-Life: Alyx een miljoen extra vr-gebruikers',"Het aantal gebruikers van Steam dat een vr-headset heeft aangesloten is in april met ongeveer een miljoen gestegen. Dat is vermoedelijk voornamelijk te danken aan de release van vr-game Half-Lyfe: Alyx eind maart.<img src=""http://feeds.feedburner.com/~r/tweakers/mixed/~4/9GNYIP3UDzs"" height=""1"" width=""1"" alt=""""/>",https://tweakers.net/nieuws/166728,www.tweakers.nl
