,titles,descriptions,links,site_name
0,Video Willem-Alexander en Máxima leggen krans op lege Dam ,Video Willem-Alexander en Máxima leggen krans op lege Dam ,https://www.nu.nl/algemeen/6049146/willem-alexander-en-maxima-leggen-krans-op-lege-dam.html,www.nu.nl
1,In beeld Dodenherdenking bij oorlogsmonument op lege Dam ,In beeld Dodenherdenking bij oorlogsmonument op lege Dam ,https://www.nu.nl/4-en-5-mei/6049142/dodenherdenking-bij-oorlogsmonument-op-lege-dam.html,www.nu.nl
2, Verstappen hoopt op dubbele Grand Prix in Oostenrijk: 'Ik rijd daar graag' , Verstappen hoopt op dubbele Grand Prix in Oostenrijk: 'Ik rijd daar graag' ,https://www.nu.nl/formule-1/6049145/verstappen-hoopt-op-dubbele-grand-prix-in-oostenrijk-ik-rijd-daar-graag.html,www.nu.nl
3, Egyptische tennisser levenslang geschorst wegens matchfixing , Egyptische tennisser levenslang geschorst wegens matchfixing ,https://www.nu.nl/tennis/6049141/egyptische-tennisser-levenslang-geschorst-wegens-matchfixing.html,www.nu.nl
4, The New York Times wint Pulitzer-prijzen in drie categorieën , The New York Times wint Pulitzer-prijzen in drie categorieën ,https://www.nu.nl/media/6049134/the-new-york-times-wint-pulitzer-prijzen-in-drie-categorieen.html,www.nu.nl
5, Hoe is het met de aftersales van Tesla gesteld? , Hoe is het met de aftersales van Tesla gesteld? ,https://www.nu.nl/auto/6048394/hoe-is-het-met-de-aftersales-van-tesla-gesteld.html,www.nu.nl
6, Wat doet langdurig stilstaan met hybride auto's en elektrische voertuigen? , Wat doet langdurig stilstaan met hybride auto's en elektrische voertuigen? ,https://www.nu.nl/auto/6047896/wat-doet-langdurig-stilstaan-met-hybride-autos-en-elektrische-voertuigen.html,www.nu.nl
7, 'Aanraakscherm in de auto zorgt voor afleiding' , 'Aanraakscherm in de auto zorgt voor afleiding' ,https://www.nu.nl/auto/6048417/aanraakscherm-in-de-auto-zorgt-voor-afleiding.html,www.nu.nl
8,Video Eerste dubbeltest: Volkswagen Golf tegen de Ford Focus ,Video Eerste dubbeltest: Volkswagen Golf tegen de Ford Focus ,https://www.nu.nl/auto/6048953/eerste-dubbeltest-volkswagen-golf-tegen-de-ford-focus.html,www.nu.nl
9, Amerikaanse voetbalsters gaan in beroep: 'We waren gewoon geschokt' , Amerikaanse voetbalsters gaan in beroep: 'We waren gewoon geschokt' ,https://www.nu.nl/voetbal/6049133/amerikaanse-voetbalsters-gaan-in-beroep-we-waren-gewoon-geschokt.html,www.nu.nl
10, The Stranglers-toetsenist Dave Greenfield (71) overleden aan coronavirus , The Stranglers-toetsenist Dave Greenfield (71) overleden aan coronavirus ,https://www.nu.nl/muziek/6049132/the-stranglers-toetsenist-dave-greenfield-71-overleden-aan-coronavirus.html,www.nu.nl
11, Nederlandse komedie met Loes Luca wint prijs op Amerikaans filmfestival , Nederlandse komedie met Loes Luca wint prijs op Amerikaans filmfestival ,https://www.nu.nl/film/6049131/nederlandse-komedie-met-loes-luca-wint-prijs-op-amerikaans-filmfestival.html,www.nu.nl
12, Koning: '75 jaar na bevrijding zit de oorlog nog steeds in ons' , Koning: '75 jaar na bevrijding zit de oorlog nog steeds in ons' ,https://www.nu.nl/4-en-5-mei/6049130/koning-75-jaar-na-bevrijding-zit-de-oorlog-nog-steeds-in-ons.html,www.nu.nl
13,Video Taptoe en twee minuten stilte bij dodenherdenking op Grebbeberg ,Video Taptoe en twee minuten stilte bij dodenherdenking op Grebbeberg ,https://www.nu.nl/algemeen/6049128/taptoe-en-twee-minuten-stilte-bij-dodenherdenking-op-grebbeberg.html,www.nu.nl
14, Lees hier de toespraak van de koning terug , Lees hier de toespraak van de koning terug ,https://www.nu.nl/binnenland/6049125/lees-hier-de-toespraak-van-de-koning-terug.html,www.nu.nl
15, PewDiePie sluit deal om exclusief op YouTube te gaan livestreamen , PewDiePie sluit deal om exclusief op YouTube te gaan livestreamen ,https://www.nu.nl/games/6049124/pewdiepie-sluit-deal-om-exclusief-op-youtube-te-gaan-livestreamen.html,www.nu.nl
16, Justin en Hailey Bieber praten openlijk over hun break-up in 2016 , Justin en Hailey Bieber praten openlijk over hun break-up in 2016 ,https://www.nu.nl/achterklap/6049123/justin-en-hailey-bieber-praten-openlijk-over-hun-break-up-in-2016.html,www.nu.nl
