,titles,descriptions,links
10,Rustgebied vernield door groep terreinwagens: ‘Hierop volgen flinke sancties’,"Een groep crossers die vanmiddag met terreinwagens door de Brabantse Wal reden, kunnen een flinke boete verwachten, aldus boswachter Erik de Jonge. De groep zou een of twee slagbomen hebben vernield om op het terrein bij de Zurenhoek te kunnen komen.",https://www.ad.nl/binnenland/rustgebied-vernield-door-groep-terreinwagens-hierop-volgen-flinke-sancties~a17ffccd/
11,Het coronanieuws van maandag 13 april: bijlezen in één minuut,De stroom aan nieuwsberichten over het coronavirus is amper bij te benen. In dit artikel brengen we het belangrijkste nieuws van vandaag in een kort overzicht.,https://www.ad.nl/binnenland/het-coronanieuws-van-maandag-13-april-bijlezen-in-een-minuut~ae790aa4/
12,"Vrouw en zoontje (1) bespuugd, gezin in quarantaine",Een 28-jarige vrouw en haar 1-jarige zoon zijn dit weekend in het Noord-Hollandse Bovenkarspel bespuugd door twee jongens op een scooter. De vrouw zit gespannen en geschrokken thuis en gaat op advies van het RIVM twee weken in quarantaine met haar gezin. De politie is op zoek naar getuigen.,https://www.ad.nl/binnenland/vrouw-en-zoontje-1-bespuugd-gezin-in-quarantaine~a34a2198/
13,"Dood model Carolien (39) omgeven met mysterie, verloofde aangemerkt als verdachte","In Beneden-Leeuwen is de 39-jarige Carolien in haar woning van het leven beroofd. De vrouw overleed al donderdagavond. Pas na sectie bleek dat ze door een misdrijf om het leven was gekomen. De politie startte vrijdag een groot recherche-onderzoek. Gisteravond werd een 41-jarige man aangehouden, vermoedelijk haar verloofde. Hij wordt ervan verdacht haar te hebben gedood.",https://www.ad.nl/binnenland/dood-model-carolien-39-omgeven-met-mysterie-verloofde-aangemerkt-als-verdachte~a8cef7b9/
14,Deze supereend heeft een ‘uitzonderlijke hoeveelheid’ jonkies,"In een sloot in Hoogland, een dorp in de gemeente Amersfoort, is een moedereend gespot met een enorme hoeveel eendenkuikens achter zich aan. De wilde eend heeft maar liefst 23 zogeheten pulletjes om haar heen zwemmen.",https://www.ad.nl/binnenland/deze-supereend-heeft-een-uitzonderlijke-hoeveelheid-jonkies~a24822f7/
15,Tips voor wie het thuiswerken zwaar valt: ‘Je hoofd kan niet altijd aan staan’,Psycholoog Thijs Launspach is stressexpert en auteur van het boek Fokking Druk. Hij verwondert zich over het moderne werken en geeft iedere week tips voor meer geluk en minder stress in je werk. Vandaag: thuiswerken voor gevorderden.,https://www.ad.nl/ad-werkt/tips-voor-wie-het-thuiswerken-zwaar-valt-je-hoofd-kan-niet-altijd-aan-staan~a58e47ba/
16,Huis in Best meerdere keren beschoten terwijl bewoners thuis zijn,Een huis in Best is in de nacht van zondag op maandag meerdere keren beschoten. De bewoners waren thuis tijdens het schietincident.,https://www.ad.nl/binnenland/huis-in-best-meerdere-keren-beschoten-terwijl-bewoners-thuis-zijn~a2f5eebe/
17,Arts op de ic doet verslag: ‘Drie sterfgevallen in een paar uur tijd’,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 20: ‘We zijn er nog lang niet’. Lees alle voorgaande afleveringen hier terug.,https://www.ad.nl/binnenland/arts-op-de-ic-doet-verslag-drie-sterfgevallen-in-een-paar-uur-tijd~a0bf6257/
18,Tijd dringt voor groep Nederlanders die al maand probeert weg te komen uit Peru,Een groep Nederlanders zit al bijna een maand in quarantaine in Peru en probeert al die tijd terug te keren naar Nederland. Vooralsnog tevergeefs en de tijd begint te dringen: volgende week woensdag gaat het luchtruim voor 90 dagen op slot.,https://www.ad.nl/binnenland/tijd-dringt-voor-groep-nederlanders-die-al-maand-probeert-weg-te-komen-uit-peru~aad1cc4c/
19,Noodpakket uitgebreid: ook coronaregeling voor flexwerkers,Het kabinet gaat alsnog een apart vangnet optuigen voor flexwerkers die in de coronacrisis ontslagen zijn maar geen uitkering krijgen. De speciale regeling moet de komende dagen uit de grond worden gestampt en zal honderden miljoenen euro’s gaan kosten.,https://www.ad.nl/ad-werkt/noodpakket-uitgebreid-ook-coronaregeling-voor-flexwerkers~a4d3a57f/
20,Piepjong ‘paasveulentje’ gedumpt in de Achterhoek: merrie gezocht die melk kan geven,"Een piepjong veulentje is vandaag in alle vroeg gedumpt in de Achterhoek, bij het dorp Keijenborg. Paarden Opvang Achterhoek is nu naarstig op zoek naar een merrie die het jonge dier paardengedrag kan aanleren, maar vooral ook kan voeden.",https://www.ad.nl/binnenland/piepjong-paasveulentje-gedumpt-in-de-achterhoek-merrie-gezocht-die-melk-kan-geven~a3412e3f/
21,"Met 1338 weer minder patiënten op de intensive care, ‘daling lijkt stabiel’","Het aantal coronapatiënten op de intensive care is net als gisteren gedaald. Dit keer met 20 patiënten. Op dit moment liggen er 1338 mensen op de ic’s, gisteren waren dat er 1358.",https://www.ad.nl/binnenland/met-1338-weer-minder-patienten-op-de-intensive-care-daling-lijkt-stabiel~a52b19b3/
22,Clown Toet ontdooit zelfs stugste oudere: ‘Zo voel ik me een rijk mens’,"Als clown Toet kwam ze al vaak op plekken waar dementerende ouderen of mensen met een verstandelijke beperking wonen. Nu, in coronatijd, blijft Carla Buntsma (57) buiten en staat daar ‘ramen te zemen’. Ze verdient er niks mee, maar vindt dat niet erg. ,,Ik genoot al van mijn werk, maar nu nog meer.”",https://www.ad.nl/nlblijftthuis/clown-toet-ontdooit-zelfs-stugste-oudere-zo-voel-ik-me-een-rijk-mens~a37476e6/
23,"God zij geloofd, die intelligente lockdown, ook al is het dansen op de vulkaan",Net als veel Nederlanders blijft redacteur Frank Poorthuis thuis. Frank zit in de risicogroep. Verslag van dag 32. Lees alle eerdere afleveringen hier terug.,https://www.ad.nl/binnenland/god-zij-geloofd-die-intelligente-lockdown-ook-al-is-het-dansen-op-de-vulkaan~ac13d589/
24,NVWA treedt op tegen fokkers van honden met korte snuit,"Fokkers van honden met een korte snuit moeten per direct stoppen. De Nederlandse Voedsel- en Warenautoriteit (NVWA) gaf in februari de eerste hondenfokker een waarschuwing en komende week gaan de volgende vijf waarschuwingen de deur uit. Fokkers die de wet negeren, riskeren boetes.",https://www.ad.nl/binnenland/nvwa-treedt-op-tegen-fokkers-van-honden-met-korte-snuit~a70035f0/
25,‘Onlangs hebben we de woonkamer opgeknapt voor 5000 euro’,"In deze rubriek vragen we lezers naar hun relatie tussen Geld en Geluk. Ramona bezoekt vier keer per week de sportschool, Martijn gaat graag met vrienden naar een heavymetalconcert.",https://www.ad.nl/economie/onlangs-hebben-we-de-woonkamer-opgeknapt-voor-5000-euro~a00f6e6b/
26,RIVM: opnieuw minder doden en ziekenhuisopnames,"Het aantal mensen van wie de afgelopen 24 uur is gemeld dat ze aan corona overleden zijn, is voor de tweede dag op rij minder dan 100 en kwam uit op 86. Ook het aantal nieuwe ziekenhuisopnames is met 147 flink lager vergeleken met een dag eerder.",https://www.ad.nl/binnenland/rivm-opnieuw-minder-doden-en-ziekenhuisopnames~a0e3e3a7/
27,Pakketbezorgers slepen PostNL voor de rechter om coronadrukte,Pakketbezorgers slepen PostNL voor de rechter wegens de grote werkdruk die is ontstaan door maatregelen tegen het coronavirus. Dat meldt de Belangenvereniging voor Pakket Distributie (BVPD).,https://www.ad.nl/binnenland/pakketbezorgers-slepen-postnl-voor-de-rechter-om-coronadrukte~ad9ba6af/
28,Feiten en fabels over pijnstillers: wanneer gebruik je welke pil?,"Griep, spierpijn, een kater of een snothoofd? Niet elke pijnstiller helpt tegen elke kwaal. Wij vragen huisarts Rutger Verhoeff (40) en Jeroen van de Pol (31), apotheker bij Benu, om advies.",https://www.ad.nl/gezond/feiten-en-fabels-over-pijnstillers-wanneer-gebruik-je-welke-pil~af0bdb74/
29,Bijzonder: deze basisschoolkinderen nemen samen vanuit huis een ‘coronalied’ op,"Basisschool De Oosthoek in Bleiswijk, nabij Rotterdam, besloot van een nood een deugd te maken en maakte een herkenbaar lied over het coronavirus. Tientallen leerlingen uit groep 1 tot en met 6 zingen hun bijdrage op het nummer ‘Niet naar school’ van Juf Marleen. ,,Ouders mailen al: het ziet er fantastisch uit,’’ zegt Ralf Dunnebier, die de video maakte, trots.",https://www.ad.nl/nlblijftthuis/bijzonder-deze-basisschoolkinderen-nemen-samen-vanuit-huis-een-coronalied-op~ac56fb99/
