,titles,descriptions,links
0,"Dirk van den Broek (96), grondlegger supermarktketen, overleden","Dirk van den Broek, de grondlegger van de gelijknamige supermarktketen is afgelopen woensdag op 96-jarige leeftijd overleden. Dat staat in een overlijdensbericht van zijn familie in NRC Next en is zojuist gemeld in het NOS Journaal.",https://www.ad.nl/binnenland/dirk-van-den-broek-96-grondlegger-supermarktketen-overleden~a90648fc/
1,"Opnieuw branden in zendmasten, nu in twee in Almere","Opnieuw zijn er branden geweest in zendmasten, vanavond ging het om twee in Almere. Beide branden waren snel onder controle, aldus een woordvoerder van de Veiligheidsregio. De politie onderzoekt de branden. Of ze zijn aangestoken is nog niet duidelijk.",https://www.ad.nl/binnenland/opnieuw-branden-in-zendmasten-nu-in-twee-in-almere~a53e2aa9/
2,Schoonmoeder krijgt puzzeldoos opgestuurd met 530 xtc-pillen erin,Een wijkagent uit het Noord-Hollandse Niedorp maakt op sociale media melding van een opmerkelijke vondst. In een puzzeldoos zaten 530 xtc-pillen verstopt tussen de puzzelstukjes. De politie is een onderzoek gestart.,https://www.ad.nl/binnenland/schoonmoeder-krijgt-puzzeldoos-opgestuurd-met-530-xtc-pillen-erin~a87a25d01/
3,Arts ontroert coronapatiënten met vioolspel in ziekenhuis Harderwijk: ‘Kippenvel’,"Stel je voor, je hebt het coronavirus opgelopen en ligt geïsoleerd op een afdeling van het St Jansdal ziekenhuis in Harderwijk. Eén keer per dag mag je bezoek ontvangen. De artsen en verpleegkundigen zijn zo druk dat er nauwelijks tijd is voor een praatje. Het enige waar je aan denkt is corona. Het beheerst je leven. En dan is er ineens een arts die viool begint te spelen.",https://www.ad.nl/binnenland/arts-ontroert-coronapatienten-met-vioolspel-in-ziekenhuis-harderwijk-kippenvel~aa4ab1ff/
4,Covid-19 leert ons vooral welke beroepsgroepen er daadwerkelijk toe doen,Özcan Akyol schrijft drie keer per week over wat hem bezighoudt.,https://www.ad.nl/opinie/covid-19-leert-ons-vooral-welke-beroepsgroepen-er-daadwerkelijk-toe-doen~a9d83bca/
5,Meer dan zestig wetenschappers sturen samen brandbrief aan kabinet over corona-app,Zestig gerenommeerde wetenschappers hebben vandaag een brief gestuurd aan het kabinet met daarin de waarschuwing om kritisch te kijken naar het nut en de noodzaak van de corona-apps. Vooral de sociaal-maatschappelijke en juridische impact ervan weegt bij de wetenschappers zwaar.,https://www.ad.nl/binnenland/meer-dan-zestig-wetenschappers-sturen-samen-brandbrief-aan-kabinet-over-corona-app~a44c5e2d/
6,50Plus-voorzitter Geert Dales is toch kandidaat-Kamerlid,"Voorzitter Geert Dales is kandidaat om Kamerlid te worden van 50Plus. Dat laat de seniorenpartij vanavond weten in een verklaring, na interne strubbelingen. Ook gaan de leden later dit jaar toch bijeenkomen in een algemene ledenvergadering.",https://www.ad.nl/politiek/50plus-voorzitter-geert-dales-is-toch-kandidaat-kamerlid~ace3571e/
7,Noors mysterie na tien jaar opgelost: ‘tentman’ Rafael woont gewoon in Breda,"Het mysterie van de ‘tentman’, dat een Noors dorpje al tien jaar bezighield, is opgelost. De gezochte jongen blijkt een in Breda woonachtige Nederlander te zijn. Hij liet in 2010 al zijn spullen achter op een heuvel.",https://www.ad.nl/binnenland/noors-mysterie-na-tien-jaar-opgelost-tentman-rafael-woont-gewoon-in-breda~a95f62ce/
8,Mentor Evelien (34) fietst 200 km om al haar leerlingen te verrassen,"Wat doe je als mentor wanneer de school vanwege corona gesloten is, maar je jouw leerlingen toch graag een persoonlijk steuntje in de rug wilt geven? Docente Evelien Kooij (34) van de Vrijeschool in Zutphen in Gelderland liet er geen gras over groeien. Ze stapte op haar racefiets voor een rondje langs alle 21 mentorleerlingen. En die wonen nu niet bepaald bij elkaar in de buurt...",https://www.ad.nl/nlblijftthuis/mentor-evelien-34-fietst-200-km-om-al-haar-leerlingen-te-verrassen~a6ea41a7/
9,Politie en veiligheidsberaad tevreden over rustig paasweekend,"De politie is tevreden over de wijze waarop de Nederlandse bevolking tijdens het paasweekend is omgesprongen met de coronamaatregelen. Op de meubelboulevards en in de natuur was geen sprake van drukte, al moest er wel opgeroepen worden de Bollenstreek te mijden. De samenleving krijgt in zijn geheel een compliment van de Nijmeegse burgemeester Hubert Bruls, voorzitter van het Veiligheidsberaad van burgemeesters.",https://www.ad.nl/binnenland/politie-en-veiligheidsberaad-tevreden-over-rustig-paasweekend~ad8ee6b2/
