,titles,descriptions,links
0,"Opnieuw brandstichting bij zendmasten, politie doet oproep aan tankstations",De afgelopen twee weken werd bij zeker 17 zendmasten brand gesticht. Daardoor kan het noodnummer 112 niet goed worden bereikt.,https://www.nos.nl/artikel/2330876-opnieuw-brandstichting-bij-zendmasten-politie-doet-oproep-aan-tankstations.html
1,'Te weinig aandacht voor genocide Srebrenica in geschiedenisonderwijs',"Het geschiedenisonderwijs besteedt te weinig aandacht aan de massamoord in Srebrenica, komende zomer 25 jaar geleden. Dat stelt historicus Marc van Berkel na onderzoek.",https://www.nos.nl/artikel/2330875-te-weinig-aandacht-voor-genocide-srebrenica-in-geschiedenisonderwijs.html
2,"Ramkraak juwelier Tubbergen, politie lost waarschuwingsschoten",Een arrestatieteam heeft uiteindelijk vijf verdachten aanhouden.,https://www.nos.nl/artikel/2330863-ramkraak-juwelier-tubbergen-politie-lost-waarschuwingsschoten.html
3,"Coronavocabulaire: 'Veel eendagsvliegen, maar anderhalvemetersamenleving blijft'",De coronacrisis leidt tot een verrijking van de Nederlandse taal. De afgelopen tijd zijn er heel wat nieuwe woorden bijgekomen. Maar blijven die ook?,https://www.nos.nl/artikel/2330859-coronavocabulaire-veel-eendagsvliegen-maar-anderhalvemetersamenleving-blijft.html
4,Wekdienst 18/4: D66 houdt congres online • Nationale Bijentelling,"Nieuws, weer, verkeer: met dit overzicht begin je geïnformeerd aan de dag.",https://www.nos.nl/artikel/2330858-wekdienst-18-4-d66-houdt-congres-online-nationale-bijentelling.html
5,Schiphol-topman: op z'n vroegst in 2023 terug op het oude niveau,"Als de luchthaven verder opengaat, is een mogelijke vereiste het screenen van alle passagiers met een 'fit-to-fly-vragenlijst'. Daarover is Schiphol in gesprek met de autoriteiten en luchtvaartmaatschappijen.",https://www.nos.nl/artikel/2330857-schiphol-topman-op-z-n-vroegst-in-2023-terug-op-het-oude-niveau.html
6,Verlopen rijbewijzen langer geldig • IC's in 'rustiger vaarwater' ,Lees hier al het coronanieuws van vrijdag 17 april.,https://www.nos.nl/liveblog/2330735-verlopen-rijbewijzen-langer-geldig-ic-s-in-rustiger-vaarwater.html
7,Hoe bereiken de coronamaatregelen de mensen die geen Nederlands spreken?,Van een coronabus die in twaalf talen info omroept op straat tot een hulplijn in het Arabisch en Tigrinya: er zijn talloze initiatieven om de niet-Nederlandssprekende inwoners te helpen.,https://www.nos.nl/artikel/2330855-hoe-bereiken-de-coronamaatregelen-de-mensen-die-geen-nederlands-spreken.html
8,"Persoon doodgestoken in Den Haag, verdachte aangehouden",Het steekincident was aan de Weimarstraat in het stadsdeel Segbroek. De politie doet onderzoek.,https://www.nos.nl/artikel/2330853-persoon-doodgestoken-in-den-haag-verdachte-aangehouden.html
9,Experts uiten kritiek op procedure voor corona-apps,De experts trekken hun handen af van de zeven voorstellen voor apps die nu geselecteerd zijn door het ministerie.,https://www.nos.nl/artikel/2330845-experts-uiten-kritiek-op-procedure-voor-corona-apps.html
10,Rechtspraak en reclassering maken zich op voor herstart,"De reclassering onderzoekt of 'anderhalvemetertaakstraffen' haalbaar zijn, terwijl ook de rechtbanken 'corona-proof' worden gemaakt.",https://www.nos.nl/artikel/2330840-rechtspraak-en-reclassering-maken-zich-op-voor-herstart.html
